byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,opening_date,publication_date,summary_short
A. O. Scott,1,11/2/2017 4:18,The Door in the Floor,An Idol Who's Deeply in Love With His Own Feet of Clay,Read the New York Times Review of The Door in the Floor,article,http://www.nytimes.com/movie/review?res=9B07E1D91F3BF937A25754C0A9629C8B63,R,,8/6/2004,7/14/2004,"Tod Williams, avoiding the traps of sentimentality and overdone whimsy that lie in wait for adaptors of John Irving's fiction, has made a version of &quot;A Widow for One Year&quot; that is better than the book. Jon Foster plays Eddie, a prep school student who spends a long, eventful summer working as an assistant to Ted Cole (Jeff Bridges), a famous writer and illustrator of children's books. Ted and his wife, Marion (Kim Basinger), are still grieving over the loss of their two sons in a car accident years before, and their marriage is falling apart. All of this might have made for maudlin, precious melodrama — especially when Eddie and Marion commence their affair — but rather than emphasize the plot, Mr. Williams makes it a relaxed, roomy landscape for the characters to roam around in. The cast rises above the occasional implausibility of the material, and the movie is funny, touching and understated. It is dominated by Mr. Bridges's performance, one of the finest pieces of screen acting by an American man so far this year, a heroically life-sized portrait of wounded narcissism and masculine need. — A. O. Scott"
Stephen Holden,0,11/2/2017 4:18,De-Lovely,Jazz Age Gaiety With Misery Below the Gloss,Read the New York Times Review of De-Lovely,article,http://www.nytimes.com/movie/review?res=9D06E7DC1038F931A35754C0A9629C8B63,PG-13,,8/6/2004,7/2/2004,"Unfolding as a bumpy, muddled &quot;This Is Your Life&quot; series of confusing, overcrowded tableaus, the new Cole Porter biography gives you the creepy sense of watching adult children (with the singular exception of Kevin Kline, who can surmount any disaster) dressed up in period costume at a school pageant. Although its publicity goes out of its way to pat the movie on the back for its supposed candor about Porter's homosexuality, the film's attitude toward sex is dainty. The heat in a film about the man who wrote &quot;Too Darn Hot&quot; remains a steady, air-conditioned 68 degrees. It can't imagine a wealthy, sophisticated couple marrying for friendship and social advantage without that arrangement involving torment and guilt over its lack of sex. Some two dozen Porter songs are glossed by contemporary singers like Elvis Costello (&quot;Let's Misbehave&quot;), Alanis Morissette (&quot;Let's Do It, Let's Fall in Love&quot;),  Sheryl Crow (&quot;Begin the Beguine&quot;) and Diana Krall (&quot;Just One of Those Things&quot;). If they're not awful, these labored, self-conscious interpretations are undercut by flimsy period arrangements. — Stephen Holden"
A. O. Scott,1,11/2/2017 4:18,The Manchurian Candidate,Remembrance of Things Planted Deep in the Mind,Read the New York Times Review of The Manchurian Candidate,article,http://www.nytimes.com/movie/review?res=9902EFD9103DF933A05754C0A9629C8B63,R,,7/30/2004,7/30/2004,"Jonathan Demme, updating John Frankenheimer's classic exercise in cold war liberal paranoia, wisely treats the original as a touchstone, rather than a template, and his movie, in spite of some narrative flaws, stands on its own as a witty, anxious thriller for a new age of political uncertainty. Denzel Washington plays Ben Marco, a Gulf War veteran haunted by nightmares who tries at once to hold onto his sanity and to unravel a conspiracy that reaches the highest levels of corporate and political power. Liev Schreiber is a young congressman propelled toward the vice presidency by his monstrous mother, played with ice-chomping glee by Meryl Streep. The convolutions of the story are less important than the vigor of the performances, and the movie wears its attenuated political relevance lightly. Which may a good thing, since this &quot;Candidate&quot; is, in the end, a breathless and intricate thriller about the continuing need for campaign finance reform. — A. O. Scott"
A. O. Scott,0,11/2/2017 4:18,The Village,The Fear Is Color-Coded and the Forest Is Scary,Read the New York Times Review of The Village,article,http://www.nytimes.com/movie/review?res=9D0DE1D7103DF933A05754C0A9629C8B63,PG-13,,7/30/2004,7/30/2004,"M. Night Shyamalan remains our leading cinematic rug-puller, but the carpet grows ever more threadbare. This time, he populates a pre-industrial Pennsylvanian village with an impressive cast of elders and youngsters, who almost never use contractions and who live in fear of some scary creatures in the surrounding woods. As ever, Mr. Shyamalan uses the classic techniques of movie suspense (and James Newton Howard's sinister score) to conjure an atmosphere of mystery and dread, which vanishes even before the big plot twist sends the picture spinning into silly, pretentious allegory. Don't worry, I won't spoil the surprise. It spoils itself. — A. O. Scott"
Stephen Holden,0,11/2/2017 4:18,Harold & Kumar Go to White Castle,"In Search of a Burger, Demolishing Stereotypes",Read the New York Times Review of Harold & Kumar Go to White Castle,article,http://www.nytimes.com/movie/review?res=9507E1D6103DF933A05754C0A9629C8B63,Not Rated,,7/30/2004,7/30/2004,"This stoner, gross-out comedy has one foot here and one foot there. The here is a politically savvy universe where the title characters, 22-year-old New Jersey roommates who are Chinese-American (John Cho) and Indian-American (Kal Penn), puncture ethnic stereotypes. The other foot is rutted knee-deep in the muck of perpetual puerility according to  Hollywood. The movie is a sub-sub-&quot;After Hours&quot; odyssey in which the title characters, while stoned on a Friday night, catch a galloping case of the munchies from a television  ad for White Castle burgers and embark on an all-night search through the wilds of New  Jersey for the nearest outlet. Along the way the pair is menaced by a gang of extreme sports punks, a rabid raccoon and a computer-generated cougar they use as a getaway horse. Surviving one mishap after another, the pair finally arrive by hang-glider at their junk food shrine. The chemistry between the two is as old as Abbott and Costello. &#151; Stephen Holden"
Stephen Holden,0,11/2/2017 4:18,She Hate Me,"In a Career Crisis, Falling Back on a Seminal Talent",Read the New York Times Review of She Hate Me,article,http://www.nytimes.com/movie/review?res=9C01E6DC123DF93BA15754C0A9629C8B63,R,,7/30/2004,7/28/2004,"In his angry new comedy, Spike Lee carries his political exasperation beyond outrage into chaos. The carelessness with which the director hurls his feelings about hot-button topics onto the screen is the filmmaking equivalent of a last-ditch marketing:  grab everything in sight, roll it up into a big messy mud ball, and hurl it against the wall, hoping that something sticks. Lashing out in all directions, the director addresses white collar crime, the Bush administration, AIDS in Africa, the Mafia, Watergate, sex and reproduction, lesbianism and the meaning of family in a disoriented rant that lurches from one subject to the next with little to tie it together. A sex farce one minute, a crude political skit the next, an imitation &quot;Mr. Smith Goes to Washington&quot; harangue the next, &quot;She Hate Me&quot; can't maintain its focus long enough to say anything fresh. The boilerplate polemics mouthed by stick figure characters sound like the beery 3 a.m. debates of a college bull session. &#151; Stephen Holden"
A. O. Scott,1,11/2/2017 4:18,Metallica: Some Kind of Monster,Heavy-Metal Headshrinking and Other Secrets of the Rock 'n' Roll Business,Read the New York Times Review of Metallica: Some Kind of Monster,article,http://www.nytimes.com/movie/review?res=9D00E1DB123BF93AA35754C0A9629C8B63,Not Rated,,7/30/2004,7/9/2004,"Joe Berlinger and Bruce Sinofsky, who begin filming the mighty heavy-metal band Metallica in early 2001, turn what might have been a conventional behind-the-scenes rockumentary into a riveting, intricate psychodrama. After nearly 20 years together, Metallica was in something of a funk, and they hired Phil Towle, a therapist, to help them through their artistic and interpersonal struggles. At its core, &quot;Some Kind of Monster&quot; is the portrait of a marriage: the angry, sustaining partnership between James Hetfield, the lead singer, and Lars Ulrich, the drummer, who founded the band as teenagers and must figure out how to keep it going now that they're in their 40's. &#151; A. O. Scott"
A. O. Scott,1,11/2/2017 4:18,Before Sunset,"Reunited, Still Talking, Still Uneasy",Read the New York Times Review of Before Sunset,article,http://www.nytimes.com/movie/review?res=9C07E2DC1038F931A35754C0A9629C8B63,R,,7/30/2004,7/2/2004,"Nine years after they parted, in Vienna, at the end of &quot;Before Sunrise,&quot;  Jesse (Ethan Hawke) and Celine (Julie Delpy) rediscover each other in Paris,  and relive their brief encounter. This time, it is even briefer: the film unfolds, without skipping a minute, in the hour or so before Jess must catch a plane home to New York, and all those minutes are filled with looping, self-conscious talk as the reunited lovers wander along the Seine.   Their intimacy is tinged with nostalgic regret. The airy sense of freedom   that they shared in their early 20's has given way to the resignation of adulthood, even as they meander toward a second chance. The liberating   sweetness of the earlier movie has mellowed into a saltier, sadder flavor, but Richard Linklater, one of our most literate and intelligent directors, has not talked himself out of the possibility of romance, and the movie's relaxed, discursive structure is dense with implied feeling and oblique drama. — A. O. Scott"
Stephen Holden,1,11/2/2017 4:18,The Bourne Supremacy,Spies Chasing a Spy Chasing His Identity,Read the New York Times Review of The Bourne Supremacy,article,http://www.nytimes.com/movie/review?res=9404E0DB1F3AF930A15754C0A9629C8B63,PG-13,,7/23/2004,7/23/2004,"It may sound odd to call a chilly paranoid thriller entertainment comfort food. But in the wake of 9/11, this globetrotting post-cold war melodrama full of standard cloak-and-dagger intrigue has the reassuring aroma of a home-cooked meal. There are no jihads or terrorists in sight and no apocalyptic scenarios, only dirty little secrets, as spies, counterspies from Russia and America tangle in a grubby story involving oil, sold secrets, murders and cover-ups. In this sequel to &quot;The Bourne Identity,&quot; many of the major hands who created the first film have returned, including Matt Damon as Jason Bourne (Matt Damon), the C.I.A.-trained assassin who can't remember his name or exactly why he's being hunted by everybody. As before, he spends almost the entire movie on the run. The movie reminds you that rhythms of film editing and collage making have allowed Hollywood to make the chase movie a surefire format. Plot and character ultimately don't matter much in a movie that's all about building and sustaining a mood in which visceral and emotional rhythms are blended into a high-gloss thrill ride. — Stephen Holden"
A. O. Scott,0,11/2/2017 4:18,Catwoman,A Not-So-Cuddly Cat Cracks a Mean Whip,Read the New York Times Review of Catwoman,article,http://www.nytimes.com/movie/review?res=9804EEDD1E3AF931A15754C0A9629C8B63,PG-13,,7/23/2004,7/22/2004,"Halle Berry, doing her utmost to persuade the Academy to take back her Oscar, plays Patience, a flighty would-be artist who is bumped off after she uncovers the nefarious corporate secrets of a cosmetics company. Brought to life by feline mouth-to-mouth, she acquires interesting cat powers and cat behaviors, and begins eating tuna straight out of the can, stealing jewels and carrying a whip. Benjamin Bratt is the upright, studly cop who serves as her obligatory love interest, and Sharon Stone is her icy rival. There is a diverting element of campy, kinky sexuality in this mess, and lots of bright colors and stroboscopic editing effects. In the end, though, you might find yourself thinking back fondly on &quot;Garfield.&quot; — A. O. Scott"
Stephen Holden,0,11/2/2017 4:18,Touch of Pink,"Cary Grant, Keep an Eye on the Gay Guy",Read the New York Times Review of Touch of Pink,article,http://www.nytimes.com/movie/review?res=9D03E5DD143AF935A25754C0A9629C8B63,R,,7/16/2004,7/16/2004,"The only real touch of class in the rickety little  romantic comedy is Kyle MacLachlan's dead-on impersonation of Cary Grant's ghost.  Lounging around in a paisley dressing gown, dropping pallid witticisms in Grant's  signature staccato style with just the right accent, the actor finds an easy balance between  affectionate imitation and amusing parody. That ghost haunts the movie's troubled young  protagonist Alim (Jimi Mistry), a gay South Asian Muslim leaving with a British lover in  London. The movie is the latest manifestation of an already stale sub-sub genre: the  multicultural romance in which a gay couple of mixed ethnicity tries to conceal their  relationship from visiting tradition-bound relatives who assume the lovers are  heterosexual roommates. Mr. MacLachlan's Grant is Alim's imaginary advisor. The humor fizzles, and except for Mr. MacLachlan the acting is wooden and overstated. &#151; Stephen Holden"
Dave Kehr,0,11/2/2017 4:18,Flavors,Bollywood Discovers New Jersey's Subplots,Read the New York Times Review of Flavors,article,http://www.nytimes.com/movie/review?res=9A02E6DE143AF935A25754C0A9629C8B63,,,7/16/2004,7/16/2004,"Written and directed by Raj Nidimoru and Krishna DK, this independent feature &#151; a product of the Indian Diaspora &#151; was shot and takes place largely in New Jersey, where the thoroughly Americanized Rad (Anupam Mittal) is about to be married to his tall, blonde American fiancée (Jicky Schnee).  Arriving from the old country for the big event, Rad's tradition-minded parents are at first appalled by such American customs as allowing women to smoke on the street, but before too long are happily adapting American folkways, like wearing promotional T-shirts and going for aimless walks along empty suburban streets. The picture is bright, good-spirited and, for Bollywood, blissfully short at a mere 114 minutes, but fans will be disappointed by the lack of the wonderfully demented musical numbers that are the Hindi cinema's defining characteristic. &#151; Dave Kehr"
Stephen Holden,0,11/2/2017 4:18,A Cinderella Story,Shattered Pieces of a Glass Slipper,Read the New York Times Review of A Cinderella Story,article,http://www.nytimes.com/movie/review?res=950DEFDF143AF935A25754C0A9629C8B63,PG,,7/16/2004,7/16/2004,"If adolescent rebellion were channeled toward a useful cause, the tweener audience for &quot;A Cinderella Story&quot; and for the recent &quot;Sleepover&quot; would march en masse to Hollywood to protest the cynicism, sloppiness and condescension of the toxic fantasies being hurled at them. Set in the San Fernando Valley, &quot;A Cinderella Story&quot; strains to  bend the classic fairy tale to accommodate another coarse high school comedy of air-headed teenage vixens ganging up on a meek little angel. Samantha (the talent-challenged Ms. Duff), or &quot;Diner Girl,&quot; as she's jeeringly labeled, is a pariah because she drives a  battered old car and toils like a slave in her evil stepmother's hideous pink-painted diner.  That stepmother (Jennifer Coolidge), who suggests a nightmarish hybrid of Zsa Zsa  Gabor and Tammy Fay Bakker, is a greasy-looking sexpot manqué. The resident Prince  Charming (Chad Michael Murray) is the courtly captain of the football team, student  council president and closet poet, and the fairy godmother (Regina King) the salty, good-hearted African-American manager of the diner. Even for a fairy tale, &quot;A Cinderella  Story&quot; fails to make sense. — Stephen Holden"
A. O. Scott,0,11/2/2017 4:18,"I, Robot",The Doodads Are Restless in Chicago,"Read the New York Times Review of I, Robot",article,http://www.nytimes.com/movie/review?res=9A06E6DC143AF935A25754C0A9629C8B63,PG-13,,7/16/2004,7/16/2004,"Once again, machines are threatening to take over the world, and once again, they have developed feelings, which poses the usual conundrums of sci-fi philosophy. &quot;Suggested by&quot; Isaac Asimov's classic book of short stories, this sleek, hectic thriller engages some interesting ideas on its way to an overblown and incoherent ending. Will Smith, in weary-action movie mode, plays Del Spooner, a homicide detective in 2035 Chicago investigating the death of an old friend. Spooner is a confirmed robot-hater, and as he confronts his bigotry the movie develops a clever, if obvious, racial subtext. With the help of Susan Calvin (Bridget Moynahan), a concerned scientist, and a soulful machine, named Sonny, Spooner contends with an apparent corporate conspiracy aimed at usurping human control of everything. &quot;You're the dumbest smart person I've ever met,&quot; Spooner says to Dr. Calvin at one point, and for a dumb movie, &quot;I, Robot&quot; turns out to be pretty smart. — A. O. Scott"
Dave Kehr,0,11/2/2017 4:18,The Clearing,"A Tale of a Kidnapped Executive, Compelled to Confront His Flaws",Read the New York Times Review of The Clearing,article,http://www.nytimes.com/movie/review?res=9400E6DA1038F931A35754C0A9629C8B63,R,,7/16/2004,7/2/2004,"Joining &quot;In the Bedroom&quot; and &quot;The House of Sand and Fog&quot; in the new subgenre of tastefully filmed literary fiction, &quot;The Clearing&quot; is centered on the frayed but enduring marriage of Wayne and Eileen Hayes (Robert Redford and Helen Mirren), whose inner tensions (tastefully) explode when Wayne is kidnapped by a former employee (Willem Dafoe) and taken on a forced march through the Smoky Mountains.  Eileen and her two adult children try to cope with the crisis as best they can, but a pesky F.B.I. agent (Matt Craven) keeps stirring up the past, in the form of Wayne's adulterous relationship with another of his workers.   The film is self-consciously classy, in a tidy, antiseptic way of a New Yorker short story. — Dave Kehr"
Elvis Mitchell,0,11/2/2017 4:18,The Story of the Weeping Camel,"When Mother Love Fails, the Community Steps In",Read the New York Times Review of The Story of the Weeping Camel,article,http://www.nytimes.com/movie/review?res=9C04E7D91230F935A15750C0A9629C8B63,PG,,7/16/2004,3/26/2004,"This lovely, uncomplicated, though limited, movie is a shaggy dog story &#151; well, actually, a shaggy animal story. The title isn't a metaphor (though the story itself is). The filmmakers have actually made a film about a pale and needy newborn camel whose mother ignores it.  After a difficult birth, the mother abandons her calf, refusing to nurse it. In the wrong hands &#151; probably any other hands &#151; &quot;Camel&quot; would drip with stickiness, and it verges on being an old-school live-action Disney feature. Yet Byambasuren Davaa and Luigi Falorni deny us the easiness of narration that spells out what their cameras are ably, and simply, filming. They have said they were inspired by the pioneering documentarian Robert Flaherty. This movie follows Flaherty's mission to capture traditions of cultures far from his own. Though similar in motivation, it is modest and leisurely, rather than epic and obsessive like Flaherty's films. The filmmakers' patience and the quality of the images they obtain give a mellow contentment to the project, a thoughtful and honest serenity that is passed on to viewers. &#151; Elvis Mitchell"
Stephen Holden,1,11/2/2017 4:18,Inheritance,An Executive's Hard Choices and the Toll They Take,Read the New York Times Review of Inheritance,article,http://www.nytimes.com/movie/review?res=9E0DE1DA123BF93AA35754C0A9629C8B63,Not Rated,,7/9/2004,7/9/2004,"Filmed mostly in shades of gray, this sleek, desolate fable about the conflict between corporate values and human needs gives the upscale ethos that engulfs its characters a bleak palette all its own. The central  character, Christoffer (Ulrich Thomsen), forsakes a carefree life in Stockholm to assume  control of his family's floundering steel works after his father commits suicide. Part of  the story revolves around the tug of war between his domineering mother (Ghita Norby)  and his beautiful wife (Lisa Werlinder), who puts her promising acting career on hold to move from Stockholm to Copenhagen. &quot;The Inheritance&quot; reminds you in painful detail that one of the tasks of a financially responsible executive is to execute. As he turns the business around, his decisions tear apart his family and erode his marriage. You can read the Danish film as an unsettling parable about any corporation, or, for that matter, any country forced to take stringent financial measures to avoid catastrophe. For all the pain he inflicts, Christoffer might even be seen as a self-sacrificing hero. But as the morose movie shows, a corporate hero is many ways the antithesis of a humanitarian. — Stephen Holden"
Stephen Holden,0,11/2/2017 4:18,Sleepover,Undies in a Scavenger Hunt (It Must Be Junior High),Read the New York Times Review of Sleepover,article,http://www.nytimes.com/movie/review?res=9504E0D9123BF93AA35754C0A9629C8B63,PG,,7/9/2004,7/9/2004,"How young do you have to be before you want to be older? With this wispy pubescent  comedy, Hollywood, that self-appointed guardian of our national youth obsession, has  come up with a number: 14. The story of a competitive scavenger hunt with a Cinderella  subtext has the same ingredients as a John Hughes teen comedy but is scaled to a lower  age group and given a thick gloss of farce. In seeking a wobbly balance between &quot;Mean  Girls&quot; edge and pre-pubescent cheer, it embodies moviemaking as niche marketing. &#151; Stephen Holden"
A. O. Scott,0,11/2/2017 4:18,Anchorman,When the Hair Made the Man,Read the New York Times Review of Anchorman,article,http://www.nytimes.com/movie/review?res=9C05E2DD123BF93AA35754C0A9629C8B63,PG-13,,7/9/2004,7/9/2004,"Neither as crazy as &quot;Old School&quot; nor as charming as &quot;Elf,&quot; this extended comedy sketch (written and directed by a former &quot;Saturday Night Live&quot; head writer) will nonetheless satisfy, for now, the national hunger for Will Ferrell's special brand of goofiness. This time he plays Ron Burgundy, a San Diego newsman whose supremacy is threatened by the arrival of a woman (Christina Applegate) who becomes his rival, his love interest and, of course, his straight man. The movie's ideas are none too fresh — the crazy sideburns and ugly neckties of the 1970's will only yield so much hilarity — but there is a reasonably high quotient of funny jokes and off-the-wall, nutty gags, including a street fight among rival news teams as amusing for its movie-star cameos as for it brutal slapstick. — A. O. Scott"
A. O. Scott,0,11/2/2017 4:18,King Arthur,The Once and Future Fury: Knights Go for the Jugular,Read the New York Times Review of King Arthur,article,http://www.nytimes.com/movie/review?res=9B01E5D8173BF934A35754C0A9629C8B63,Not Rated,,7/7/2004,7/7/2004,"This misty, smoky, plodding epic claims to resurrect the &quot;true story&quot; that has been buried in centuries of Arthurian legend. Arthur (Clive Owen) is a mopey Roman officer, whose knights are a band of conscripts policing the area around Hadrian's Wall and fighitng off the Woads, a band of guerrilla fighters led by Merlin. The Romans withdraw, the Saxons arrive (led by Stellan Skarsgaard, hamming it up in braids) and Arthur grapples with his identity crisis and falls in love with Guinevere (Keira Knightley), a tough Woad babe he has rescued from a Roman dungeon. The battle scenes have some impact, though not much coherence, but the director Antoine Fuqua gives the movie an element of brawny, B-picture camp that mitigates its ponderous dullness. — A. O. Scott"
Dave Kehr,0,11/2/2017 4:18,America's Heart and Soul,A Chance to Vote at the Box Office for the Heartland,Read the New York Times Review of America's Heart and Soul,article,http://www.nytimes.com/movie/review?res=9807EFDA1038F931A35754C0A9629C8B63,,,7/2/2004,7/2/2004,"After &quot;The Passion of the Christ&quot; and &quot;Fahrenheit 9/11,&quot; here is the latest film to go after your ideological dollar.  Directed by Louis Schwartzberg, a cinematographer who specializes in time-lapse photography, &quot;America's Heart and Soul&quot; consists partly of sleek montages of standard patriotic imagery &#151; bald eagles, the Statue of Liberty, Monument Valley, usually photographed with sunrises or sunsets in the background &#151; and partly of thumbnail sketches of assorted Americans enjoying their constitutionally protected right to pursue happiness.   But a lot of this activity &#151; flying planes upside down, blowing up old television sets, fighting oil-well fires &#151; looks like an adrenaline-fired way to escape the America the movie is ostensibly celebrating. &#151; Dave Kehr"
A. O. Scott,1,11/2/2017 4:18,Spider-Man 2,Putting Action After Feelings of a Superhero,Read the New York Times Review of Spider-Man 2,article,http://www.nytimes.com/movie/review?res=9901E0DB1438F93AA15755C0A9629C8B63,PG-13,,6/30/2004,6/29/2004,"This wonderfully vibrant entertainment — surely one of the best comic-book movies ever — reminds us that being a superhero is not all fun and games. The first hour is a Pop Art chronicle of suffering and indignity, as poor Peter Parker (Tobey Maguire) struggles with the loneliness and frustration of being an anonymous urban crime fighter. His powers are waning, he has lost the respect of the woman he loves, and even Aunt May (Rosemary Harris) seems a little disappointed in him. Meanwhile, a new supervillain, the tragic and terrifying Doc Ock (Mr. Molina), rampages through New York on mechanical arms with minds of their own. There is plenty of noise and color, and some so-so special effects, but the real thrill comes from Sam Raimi's devotion to his hero's complex, conflicted emotional life, and to the melancholy, grown-up love story that develops between Peter and MJ (Kirsten Dunst), who comes into her own as a strong and decisive character, while still fulfilling the traditional comic-book girlfriend duties of screaming, getting kidnapped and being rescued. — A. O. Scott"
Stephen Holden,0,11/2/2017 4:18,Two Brothers,If Only Humans Behaved as Well as Tigers,Read the New York Times Review of Two Brothers,article,http://www.nytimes.com/movie/review?res=9C02E7D91E39F936A15755C0A9629C8B63,PG,,6/25/2004,6/25/2004,"This family-friendly movie about two tiger cubs, Kumal and Sangha, growing up the jungle somewhere in French Indochina in the 1920's, is terribly hokey. But once you accept the anthropomorphic premise that a gentle pussycat lurks inside of the most ferocious tiger, the movie succeeds as an inspirational pastorale and passionate moral brief for animal rights and preservation. It also inveighs unequivocally against one culture's looting of another's historical treasures. The movie isn't as gripping as the director's much-loved 1988 film, &quot;The Bear.&quot; But when it concentrates on its animal stars (each played by several tigers), it remains on solid ground. Guy Pearce is a treasure-seeking marauder and big game hunter who softens and considers abandoning his rapacious ways. &#151; Stephen Holden"
Stephen Holden,0,11/2/2017 4:18,The Notebook,When Love Is Madness and Life a Straitjacket,Read the New York Times Review of The Notebook,article,http://www.nytimes.com/movie/review?res=9E0DE5D91E39F936A15755C0A9629C8B63,PG-13,,6/25/2004,6/25/2004,"Young love — the old-fashioned kind that flourished before the age of the hook-up — has always been one of the most challenging emotions to portray on the screen with any specificity. Beyond the smooches, sighs and adoring glances, how do you convey the reality of a shared, private paradise? In the strongest scenes of the screen adaptation of Nicholas Sparks's treacly best seller, Ryan Gosling and Rachel McAdams break through the barrier to evoke high-strung, slightly crazed teenagers plunging headlong into first love. Against your better judgment, you root for them to beat the odds against them. The romantic drama, which spans six decades, is told in flashback as Duke (James Garner), a garrulous, ailing old codger in a comfortable nursing home, reads aloud excerpts of a love story to a woman (Gena Rowlands) suffering from Alzheimer's disease. As the movie seesaws between Seabrook, N.C., in the summer of 1940, when the young lovers in the story meet, and the present, it is deliberately (and annoyingly) coy as to who these oldsters might be. Gosh, could they be the same young couple, still in love, six decades later? — Stephen Holden"
Dave Kehr,0,11/2/2017 4:18,White Chicks,F.B.I. Agents in Drag Enjoy Wild Hamptons Weekend,Read the New York Times Review of White Chicks,article,http://www.nytimes.com/movie/review?res=9400E6DE1039F930A15755C0A9629C8B63,PG-13,,6/23/2004,6/23/2004,"Most movies require some suspension of disbelief, but &quot;White Chicks,&quot; a new comedy starring the brothers Marlon and Shawn Wayans as African-American F.B.I. agents who disguise themselves as dippy white socialites for a weekend in the Hamptons, requires something more radical. A full frontal lobotomy might be a good place to start. The celebutantes they are impersonating, the Wilson sisters, are obviously based on Nikki and Paris Hilton, and dressed up in their white-girl drag, the Wayanses look as if they've just lumbered in from &quot;Dawn of the Dead.&quot; With rubber prosthetics making their faces all but immobile, and blue contact lenses that give them that much sought-after vacant-eyed zombie look, they're scarier than anything in &quot;Scary Movie&quot; and &quot;Scary Movie 2,&quot; the last two films in which, like this one, they starred under the direction of their elder brother. &#151; Dave Kehr"
A. O. Scott,1,11/2/2017 4:18,The Terminal,An Émigré's Paradise Lost and Found,Read the New York Times Review of The Terminal,article,http://www.nytimes.com/movie/review?res=9C00E2DA1639F93BA25755C0A9629C8B63,PG-13,,6/18/2004,6/18/2004,"Tom Hanks plays Viktor Navorski, a traveler from a fictitious Eastern European country who spends a year stranded in the International Arrivals Terminal at Kennedy Airport. What sounds like a nightmare turns out to be a soothing comic dream, thanks to Steven Spielberg's playful virtuosity, and also to the talents of the cinematographer Janusz Kaminski, who infuses the neutral, unwelcoming architecture of the airport with soft, radiant light. The story is a bit soft: Viktor is befriended by a motley group of airport workers, bedeviled by a Homeland Security apparatchik (Stanley Tucci) and beguiled by an unhappy flight attendant (Catherine Zeta-Jones). There is a bit too much easy sentiment and artificial sweetness, and Ms. Zeta-Jones's character is woefully underwritten. But these flaws cannot dispel the film's deep enchantment. Mr. Hanks, like Mr. Spielberg, has nothing left to prove, and the nuances lurking in his sly, genial performance emerge only in retrospect. Similarly, the movie's deepest engagement with some of the central anxieties of modern life can be found not in its plot but in its ambience. It is a visual tour de force that turns fear into optimism, loneliness into solidarity, and frustration into resourcefulness. — A. O. Scott"
Stephen Holden,1,11/2/2017 4:18,Facing Windows,"Ignited by Their Absence, Two Hearts Grow Fonder",Read the New York Times Review of Facing Windows,article,http://www.nytimes.com/movie/review?res=9F04E7D81639F93BA25755C0A9629C8B63,R,,6/18/2004,6/18/2004,"This lush, surreally flavored immersion in voyeurism and romantic dreams muses on many of the same themes as Alfred Hitchcock's &quot;Rear Window&quot; and &quot;Vertigo,&quot; but from a more conventional emotional perspective. This seductive Italian film uses the image of beautiful strangers secretly and obsessively studying each other through opposite windows, to reflect on two related romantic syndromes, the &quot;grass is always greener&quot; and the &quot;absence makes the heart grow fonder&quot; quandaries. Instead of encasing the characters in a Hitchcockian murder mystery, the film compares the fantasies of possible lovers (Giovanna Messogiorno and Raoul Bova) to the romantic, six-decade-old memories of a mysterious octogenerian (Massimo Girotti), whose story gradually comes to focus. The movie swept the Italian equivalent of the Oscars in 2003. — Stephen Holden"
Stephen Holden,0,11/2/2017 4:18,DodgeBall: A True Underdog Story,Loser Nerds vs. Pumped-Up Jocks (Revenge Again?),Read the New York Times Review of DodgeBall: A True Underdog Story,article,http://www.nytimes.com/movie/review?res=9501E5D71639F93BA25755C0A9629C8B63,Not Rated,,6/18/2004,6/18/2004,"Ben Stiller returns to the comedy crime scene to portray a monstrous, pumped-up fitness guru and hilarious variation of Derek Zoolander, the airheaded male model he played with pursed-lipped, vacant-eyed perfection three years (and many dull movies) ago. His new character White Goodman, a preening product of fanatical self-improvement, wears a blow-dry mullet and a Fu Manchu mustache and favors hideous white leisure suits. Affecting the pseudo-macho bark of a drill instructor, he suggests Tony Robbins as a shrimpy, steroid-enhanced gym rat. White and his robotic cronies represent the Goliath  that Peter La Fleur (Vince Vaughn), the slobby, nice guy who owns a nearby low-rent gym, sets out to slay with the help of his nerdy pals who form a dodgeball team to compete for $50,000 first prize in a Las Vegas tournament. The sports comedy is very dumb and often very funny. — Stephen Holden"
A. O. Scott,0,11/2/2017 4:18,Grand Theft Parsons,We Love Him. Now Where's His Body?,Read the New York Times Review of Grand Theft Parsons,article,http://www.nytimes.com/movie/review?res=9A00E1D71639F93BA25755C0A9629C8B63,PG-13,,6/18/2004,6/18/2004,"Since his death in 1973, the country singer Gram Parsons's legend has become a figure of worshipful legend, to which this rambling, low-key movie makes a modest contribution. It tells the curious story of what happened to Parsons's body after his death: his road manager, Phil Kaufman (Mr. Knoxville) spirited the coffin away from the Los Angeles airport and drove it out to the desert, where he had promised to set in on fire. Kaufman is pursued by Parsons's grieving, straitlaced father (Robert Forster) and one of the singer's gold-digging ex-girlfriends (Ms. Applegate). Unfortunately, the most interesting character is the dead guy, and the movie is too flat-footedly anecdotal to reveal why anyone would care so much about him. Happily, the soundtrack, with a handful of Parsons classics and covers, provides a clue. &#151; A. O. Scott"
